Announcement Date,Announcement Link,Demand-side Marketplace,Supply-side Marketplace,CDR Method,Total price (USD),Purchaser,Status,Supplier,Tons Delivered,Tons Purchased
2022-05-10 00:00:00,marketplace report,,Supercritical,Biochar,,Ezoic,delivered,Freres Biochar,10,10
2022-05-10 00:00:00,marketplace report,,Supercritical,Biochar,,Ezoic,delivered,Freres Biochar,280,280
2022-05-10 00:00:00,supercritical report,,Supercritical,Biochar,,Ezoic,delivered,Douglas County Forest Products,50,50
2022-05-10 00:00:00,supercritical report,,Supercritical,Biochar,,Ezoic,delivered,Douglas County Forest Products,58,58
2022-05-10 00:00:00,supercritical report,,Supercritical,Biochar,,Ezoic,delivered,Douglas County Forest Products,230,230
2022-05-10 00:00:00,marketplace report,,Supercritical,Biochar,,Ezoic,delivered,Freres Biochar,58,58
2022-05-10 00:00:00,marketplace report,,Supercritical,Enhanced weathering,,Ezoic,delivered,UNDO,39,39
2022-05-09 00:00:00,https://registry.puro.earth/carbon-sequestration,Pledge,Puro,Biochar,,Aggregate Purchase,delivered,Bussme Energy,35,35
2022-05-09 00:00:00,https://registry.puro.earth/carbon-sequestration,,Puro,Biochar,,NR Instant Produce,delivered,Oregon Biochar Solutions,2,2
2022-05-05 00:00:00,https://registry.puro.earth/carbon-sequestration,Compensate,Puro,Biochar,,Aggregate Purchase,delivered,Novocarbo,10,10
2022-05-03 07:00:00,https://boomsupersonic.com/news/post/boom-supersonic-accelerates-towards-2025-net-zero-carbon-pledge-with-european-based-climeworks-deal,,,DAC,,Boom,undelivered,Climeworks,0,0
2022-05-02 00:00:00,marketplace report,,Watershed,Biochar,,Aggregate Purchase,undelivered,Echo2,0,500
2022-05-02 00:00:00,marketplace report,,Watershed,Biochar,,Aggregate Purchase,undelivered,Echo2,0,500
2022-05-01 00:00:00,https://un-do.com/our-registry-2/,,Lune,Enhanced Weathering,,Ideo,undelivered,UNDO,0,"199,4"
2022-04-29 00:00:00,https://charmindustrial.com/order?orderId=recT3JReZu3PDAlhZ,,,Biooil,,Individual,delivered,Charm Industrial,"0,04","0,04"
2022-04-28 00:00:00,supercritical report,,Supercritical,Biochar,,Ticket Tailor,delivered,Freres Biochar,39,39
2022-04-28 00:00:00,marketplace report,,Supercritical,Enhanced weathering,,Ticket Tailor,undelivered,UNDO,0,36
2022-04-27 00:00:00,https://charmindustrial.com/order?orderId=recKGbihJM4doVMAj,,,Biooil,,Individual,delivered,Charm Industrial,"0,08","0,08"
2022-04-26 00:00:00,https://registry.puro.earth/carbon-sequestration,Compensate,Puro,Biochar,,Aggregate Purchase,delivered,Terra Fertilis | Sylva Fertilis,60,60
2022-04-22 00:00:00,https://onedrive.live.com/?cid=bf94cf093bb9fc8c&id=BF94CF093BB9FC8C%21190245&ithint=file%2Cpdf&authkey=%21AEIbBLbbaFzMQ%2Dw,,Carbon Removed,DAC,430,Aggregate Purchase,undelivered,Climeworks,0,"0,4"
2022-04-22 00:00:00,https://charmindustrial.com/order?orderId=recdN1o8waR5xlCpY,,,Biooil,,Individual,delivered,Charm Industrial,"0,08","0,08"
2022-04-13 00:00:00,https://registry.puro.earth/carbon-sequestration,AFS Group,Puro,Biochar,,Swiss Life,delivered,Oregon Biochar Solutions,53,53
2022-04-13 00:00:00,https://registry.puro.earth/carbon-sequestration,,Puro,Biochar,,JPMorgan Chase,delivered,Oregon Biochar Solutions,8,8
2022-04-13 00:00:00,https://registry.puro.earth/carbon-sequestration,,Puro,Biochar,,JPMorgan Chase,delivered,Oregon Biochar Solutions,859,859
2022-04-12 00:00:00,https://charmindustrial.com/order?orderId=recSXBSoEz0IkjVeJ,,,Biooil,,Individual,delivered,Charm Industrial,"0,04","0,04"
2022-04-12 00:00:00,https://charmindustrial.com/order?orderId=rec6t04JlzNctiD5L,,,Biooil,,Individual,delivered,Charm Industrial,1,1
2022-04-10 00:00:00,https://charmindustrial.com/order?orderId=rec7tbZtX5RXNep9l,,,Biooil,,Individual,delivered,Charm Industrial,"0,08","0,08"
2022-04-08 00:00:00,https://registry.puro.earth/carbon-sequestration,Pledge,Puro,Biochar,,Orkestro,delivered,Bussme Energy,1,1
2022-04-07 00:00:00,Watershed Report,,Watershed,DAC,63320,Aledade,undelivered,Noya,0,27
2022-04-07 00:00:00,Watershed Report,,Watershed,Mineralization,61875,Aledade,undelivered,CarbonCure,0,125
2022-04-07 00:00:00,supercritical report,Puro,Supercritical,Biochar,,Zuhlke,delivered,Freres Biochar,213,213
2022-04-07 00:00:00,Watershed Report,,Watershed,DAC,67800,Aledade,undelivered,Heirloom,0,30
2022-04-07 00:00:00,Watershed Report,,Watershed,DAC,61600,Aledade,undelivered,Sustaera,0,80
2022-04-07 00:00:00,marketplace report,Down to Earth,Puro,Biochar,448,Rygge Meieri,delivered,Oplandske Bioenergi (OBIO),"2,9","2,9"
2022-04-06 00:00:00,https://verdane.com/verdane-becomes-first-private-equity-firm-globally-to-commit-to-neutralise-all-future-residual-emissions-with-engineered-permanent-carbon-removals/,,,DAC,,Verdane,undelivered,Climeworks,0,0
2022-04-05 00:00:00,https://charmindustrial.com/order?orderId=recLXNqoaHtRyalW4,,,Biooil,,Individual,delivered,Charm Industrial,"0,67","0,67"
2022-04-04 00:00:00,https://registry.puro.earth/carbon-sequestration,Supercritical,Puro,Biochar,,Thirdfort,delivered,Freres Biochar,380,380
2022-04-04 00:00:00,marketplace report,,Supercritical,Enhanced weathering,,Senderwood,undelivered,UNDO,0,31
2022-04-04 00:00:00,supercritical report,,Supercritical,Biochar,,Senderwood,delivered,Freres Biochar,63,63
2022-04-04 00:00:00,https://charmindustrial.com/order?orderId=receXB07cmvIHvFNk,,,Biooil,,Carbonic,delivered,Charm Industrial,"0,04","0,04"
2022-04-04 00:00:00,marketplace report,,Supercritical,DAC,,Senderwood,undelivered,Carbon Engineering,0,31
2022-04-04 00:00:00,https://charmindustrial.com/order?orderId=recT770Ikzdy6jJN9,,,Biooil,,Individual,delivered,Charm Industrial,"0,25","0,25"
2022-04-04 00:00:00,,Compensate,Puro,Biochar,9600,Aggregate Purchase,delivered,Novocarbo,60,60
2022-04-01 12:16:24.721,https://app.klimate.co/orders/PO100038,,Klimate,DAC,4050,Aggregate Purchase,undelivered,Climeworks,0,5
2022-04-01 00:00:00,https://charmindustrial.com/order?orderId=recRHrQ89CgExAffu,,,Biooil,,Individual,delivered,Charm Industrial,"0,04","0,04"
2022-04-01 00:00:00,https://charmindustrial.com/order?orderId=recVzZ6Kooh4Gff14,,,Biooil,,Individual,delivered,Charm Industrial,"0,04","0,04"
2022-03-31 00:00:00,supercritical report,,Supercritical,DAC,,Supercritical,undelivered,Carbon Engineering,0,5
2022-03-31 00:00:00,marketplace report,,Supercritical,Enhanced weathering,,Aggregate Purchase,undelivered,UNDO,0,5
2022-03-31 00:00:00,marketplace report,,Supercritical,Biochar,,Aggregate Purchase,delivered,Douglas County Forest Products,1,1
2022-03-31 00:00:00,,Cloverly,Puro,Biochar,4300,Aggregate Purchase,delivered,Novocarbo,20,20
2022-03-31 00:00:00,supercritical report,,Supercritical,Biooil,,Supercritical,undelivered,Charm Industrial,0,2
2022-03-31 00:00:00,supercritical report,,Supercritical,Enhanced Weathering,,Supercritical,undelivered,UNDO,0,5
2022-03-31 00:00:00,supercritical report,,Supercritical,Biochar,,Supercritical,delivered,Douglas County Forest Products,1,1
2022-03-31 00:00:00,marketplace report,,Supercritical,Biooil,,Aggregate Purchase,undelivered,Charm Industrial,0,2
2022-03-31 00:00:00,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4QO0D,,Puro,Biochar,,Microsoft,undelivered,Echo2,0,"725,75"
2022-03-31 00:00:00,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4QO0D,,,Biooil,,Microsoft,undelivered,Charm Industrial,0,200
2022-03-31 00:00:00,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4QO0D,,,Biochar,,Microsoft,undelivered,Climate Robotics,0,1000
2022-03-31 00:00:00,marketplace report,,Supercritical,DAC,,Aggregate Purchase,undelivered,Carbon Engineering,0,5
2022-03-30 07:00:00,https://climeworks.com/news/swarovski-signs-carbon-removal-agreement-with-climeworks?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Swarovski,,,DAC,,Swarowski,undelivered,Climeworks,0,0
2022-03-29 00:00:00,marketplace report,,Supercritical,DAC,,Thirdfort,undelivered,Carbon Engineering,0,22
2022-03-29 00:00:00,marketplace report,,Supercritical,Enhanced weathering,,Thirdfort,undelivered,UNDO,0,45
2022-03-28 11:51:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbonfuture Supplier,"132,92","132,92"
2022-03-28 11:51:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbonfuture Supplier,"2,19","2,19"
2022-03-28 11:51:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbonfuture Supplier,"13,67","13,67"
2022-03-28 11:51:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Energiewerk Ilg,"1,1","1,1"
2022-03-28 11:51:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbon Centric,"150,29","150,29"
2022-03-28 00:00:00,https://www.carbonbuilt.com/post/shopify-purchases-carbon-removal-credits-from-carbonbuilt,,,Mineralization,,Shopify,undelivered,CarbonBuilt,0,5200
2022-03-28 00:00:00,https://static.mentimeter.com/static/pdf/climeworkscertificate.pdf,,,DAC,,Mentimeter AB,undelivered,Climeworks,0,72
2022-03-28 00:00:00,https://news.shopify.com/going-all-in-to-get-carbon-out-shopifys-commitment-to-climate-entrepreneurs-reaches-32m,,,Mineralization,,Shopify,undelivered,44.01.00,0,2882
2022-03-28 00:00:00,https://news.shopify.com/going-all-in-to-get-carbon-out-shopifys-commitment-to-climate-entrepreneurs-reaches-32m,,,Mineralization,,Shopify,undelivered,Arca,0,200
2022-03-28 00:00:00,https://news.shopify.com/going-all-in-to-get-carbon-out-shopifys-commitment-to-climate-entrepreneurs-reaches-32m,,,Biochar,1412500,Shopify,undelivered,Carbofex,0,2500
2022-03-28 00:00:00,https://news.shopify.com/going-all-in-to-get-carbon-out-shopifys-commitment-to-climate-entrepreneurs-reaches-32m,,,DAC,,Shopify,undelivered,Noya,0,1445
2022-03-28 00:00:00,https://news.shopify.com/going-all-in-to-get-carbon-out-shopifys-commitment-to-climate-entrepreneurs-reaches-32m,,,DAC,,Shopify,undelivered,Sustaera,0,5000
2022-03-26 00:00:00,https://charmindustrial.com/order?orderId=recm2OpSSGjhAuhnV,,,Biooil,,Individual,delivered,Charm Industrial,"0,04","0,04"
2022-03-26 00:00:00,https://charmindustrial.com/order?orderId=recJ896theSjdbee8,,,Biooil,,Individual,delivered,Charm Industrial,"0,04","0,04"
2022-03-25 00:00:00,https://registry.puro.earth/carbon-sequestration,Compensate,Puro,Biochar,,Orkestro,delivered,Novocarbo,10,10
2022-03-24 00:00:00,marketplace report,,Supercritical,Biooil,,Softwire,undelivered,Charm Industrial,0,35
2022-03-24 00:00:00,marketplace report,,Supercritical,DAC,,Softwire,undelivered,Carbon Engineering,0,59
2022-03-24 00:00:00,marketplace report,,Supercritical,Enhanced weathering,,Softwire,undelivered,UNDO,0,143
2022-03-24 00:00:00,supercritical report,,Supercritical,Biochar,,Softwire,delivered,Carbofex,147,147
2022-03-24 00:00:00,https://charmindustrial.com/order?orderId=rec1BnxEGQ0P1eZpG,,,Biooil,,Individual,delivered,Charm Industrial,"0,13","0,13"
2022-03-23 12:48:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Novocarbo,"37,47","37,47"
2022-03-23 00:00:00,https://charmindustrial.com/order?orderId=recN5GreyLBcDP6xp,,,Biooil,,Individual,delivered,Charm Industrial,"0,83",1
2022-03-23 00:00:00,,,Supercritical,DAC,,accuRx,undelivered,Carbon Engineering,0,20
2022-03-23 00:00:00,,,Supercritical,Biochar,,accuRx,delivered,Freres Biochar,129,129
2022-03-23 00:00:00,,,Supercritical,Enhanced Weathering,,accuRx,undelivered,UNDO,0,42
2022-03-21 00:00:00,https://registry.patch.io/orders/ord_prod_a844432ce6bb431ef4c79c134f9a0c81,,Patch,Enhanced weathering,103664,Eden Dao DRM Syndicate,undelivered,GreenSand,0,760
2022-03-17 07:00:00,https://www.globenewswire.com/news-release/2022/03/17/2405660/0/en/1PointFive-announces-agreement-with-Airbus-for-the-purchase-of-400-000-tonnes-of-carbon-removal-credits.html,,,DAC,,Airbus,undelivered,1PointFive,0,400000
2022-03-17 00:00:00,https://registry.puro.earth/carbon-sequestration,Compensate,Puro,Biochar,,Aggregate Purchase,delivered,Nordgau,10,10
2022-03-16 16:32:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Energiewerk Ilg,"0,7","0,7"
2022-03-16 16:32:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbonfuture Supplier,"33,73","33,73"
2022-03-16 16:32:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbon Cycle,"0,81","0,81"
2022-03-16 16:32:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbon Cycle,"56,83","56,83"
2022-03-16 13:10:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbonfuture Supplier,"3,87","3,87"
2022-03-16 00:00:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Pacific Biochar,"22,97","22,97"
2022-03-15 17:57:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbonfuture Supplier,"9,69","9,69"
2022-03-15 00:00:00,marketplace report,Supercritical,Puro,Biochar,,Howells Associates,delivered,Freres Biochar,20,20
2022-03-15 00:00:00,marketplace report,,Supercritical,DAC,,Howells Associates,undelivered,Carbon Engineering,0,2
2022-03-14 00:00:00,marketplace report,,Supercritical,Biochar,,Miralis Data,delivered,Freres Biochar,20,20
2022-03-14 00:00:00,supercritical report,,Supercritical,Biochar,,Miralis,delivered,Carbofex,20,20
2022-03-11 00:00:00,https://onedrive.live.com/?cid=bf94cf093bb9fc8c&id=BF94CF093BB9FC8C%21185145&ithint=file%2Cpdf&authkey=%21ABGneXlJp%5F2RkOM,,Carbon Removed,DAC,430,Aggregate Purchase,undelivered,Climeworks,0,"0,4"
2022-03-10 00:00:00,https://charmindustrial.com/order?orderId=recXqFnT2xmboM8X4,,,Biooil,,Individual,delivered,Charm Industrial,"0,08","0,08"
2022-03-08 00:00:00,https://charmindustrial.com/order?orderId=recFEyQAkkcaEvLdl,,,Biooil,,Individual,delivered,Charm Industrial,"0,21","0,21"
2022-03-03 00:00:00,https://climeworks.com/news/zendesk-signs-carbon-removal-agreement-with-climeworks,,,DAC,250000,Zendesk,undelivered,Climeworks,0,290
2022-03-02 00:00:00,https://registry.puro.earth/carbon-sequestration,Compensate,Puro,Biochar,,Aggregate Purchase,delivered,Novocarbo,10,10
2022-03-01 00:00:00,supercritical report,,Supercritical,Biochar,,Space Ape Games,delivered,Freres Biochar,40,40
2022-03-01 00:00:00,marketplace report,,Supercritical,DAC,,Space Ape Games,undelivered,Carbon Engineering,0,16
2022-03-01 00:00:00,marketplace report,,Supercritical,Enhanced weathering,,Space Ape Games,undelivered,UNDO,0,24
2022-03-01 00:00:00,Supplier Report,,Ceezer,Mineralization,22250,Verdane,undelivered,Neustark,0,50
2022-03-01 00:00:00,https://registry.puro.earth/carbon-sequestration,Supercritical,Puro,Biochar,,accuRx,delivered,Freres Biochar,40,40
2022-03-01 00:00:00,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4QO0D,,Puro,Biochar,,Microsoft,undelivered,Carbofex,0,600
2022-02-28 19:18:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbon Cycle,"594,79","594,79"
2022-02-28 19:18:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbon Centric,"5,58","5,58"
2022-02-28 18:18:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Energiewerk Ilg,"0,78","0,78"
2022-02-28 18:18:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbon Centric,"114,13","114,13"
2022-02-28 18:18:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbonfuture Supplier,"40,2","40,2"
2022-02-28 00:00:00,marketplace report,,Supercritical,DAC,,Information Grid,undelivered,Carbon Engineering,0,94
2022-02-28 00:00:00,marketplace report,,Supercritical,Enhanced weathering,,Information Grid,undelivered,UNDO,0,94
2022-02-28 00:00:00,purchaser report,,Puro,Biochar,,Shopify,delivered,Carbofex,350,350
2022-02-28 00:00:00,supercritical report,,Supercritical,DAC,,Infogrid,undelivered,Carbon Engineering,0,94
2022-02-28 00:00:00,supercritical report,,Supercritical,Enhanced Weathering,,Infogrid,undelivered,UNDO,0,94
2022-02-23 00:00:00,https://charmindustrial.com/order?orderId=recFukZYw2DonYONc,,,Biooil,,Individual,delivered,Charm Industrial,"0,08","0,08"
2022-02-23 00:00:00,https://charmindustrial.com/order?orderId=recRJ4bsBeiwOpP27,,,Biooil,,Individual,delivered,Charm Industrial,"0,08","0,08"
2022-02-22 19:00:15.210,https://app.klimate.co/orders/PO100037,,Klimate,DAC,4050,Aggregate Purchase,undelivered,Climeworks,0,5
2022-02-21 00:00:00,https://charmindustrial.com/order?orderId=reclwqCF8ETpBCFmy,,,Biooil,,Individual,delivered,Charm Industrial,"0,08","0,08"
2022-02-20 00:00:00,https://charmindustrial.com/order?orderId=recA5Zrk2EoSW2mXP,,,Biooil,,Individual,delivered,Charm Industrial,"0,33","0,33"
2022-02-20 00:00:00,https://charmindustrial.com/order?orderId=recHT1Y4UZHyAO6Qr,,,Biooil,,Individual,delivered,Charm Industrial,"0,08","0,08"
2022-02-17 09:31:02.607,https://app.klimate.co/orders/PO100035,,Klimate,Enhanced weathering,"6169,5",Aggregate Purchase,undelivered,GreenSand,0,50
2022-02-17 09:06:57.150,https://app.klimate.co/orders/PO100036,,Klimate,Enhanced weathering,"6169,5",Aggregate Purchase,undelivered,GreenSand,0,50
2022-02-17 08:29:23.423,https://app.klimate.co/orders/PO100033,,Klimate,Macroalgae,26400,Aggregate Purchase,undelivered,Running Tide,0,120
2022-02-17 00:00:00,https://charmindustrial.com/order?orderId=recsGbZYRTHDtZrmj,,,Biooil,,Individual,delivered,Charm Industrial,"8,33","8,33"
2022-02-15 00:00:00,https://registry.puro.earth/carbon-sequestration,Supercritical,Puro,Biochar,,Satellite Vu,delivered,Freres Biochar,124,124
2022-02-15 00:00:00,https://onedrive.live.com/?authkey=%21AMLIw197AINYrUo&cid=BF94CF093BB9FC8C&id=BF94CF093BB9FC8C%21184984&parId=BF94CF093BB9FC8C%21135520&o=OneUp,,Carbon Removed,DAC,"376,6",Aggregate Purchase,undelivered,Climeworks,0,"0,35"
2022-02-15 00:00:00,https://onedrive.live.com/?authkey=%21ACvdQnpIYZOAuGo&cid=BF94CF093BB9FC8C&id=BF94CF093BB9FC8C%21185221&parId=BF94CF093BB9FC8C%21185220&o=OneUp,,Carbon Removed,Macroalgae,750,Aggregate Purchase,undelivered,Running Tide,0,3
2022-02-15 00:00:00,supercritical report,,Supercritical,Biochar,,RMP Enterprise,delivered,Freres Biochar,124,124
2022-02-14 00:00:00,https://registry.puro.earth/carbon-sequestration,Compensate,Puro,Biochar,,Aggregate Purchase,delivered,Hjelmsäters Egendom,50,50
2022-02-14 00:00:00,https://charmindustrial.com/order?orderId=recrqvo3XTbcV7Xbh,,,Biooil,,Individual,delivered,Charm Industrial,1,1
2022-02-13 00:00:00,https://charmindustrial.com/order?orderId=recd0HNWTRCpAipfx,,,Biooil,,Individual,delivered,Charm Industrial,"0,17","0,17"
2022-02-11 08:00:00,https://chanzuckerberg.com/newsroom/chan-zuckerberg-initiative-invests-in-promising-climate-change-solutions/,,GECA Environment,Biochar,,Chan Zuckerberg Initiative (CZI),undelivered,Oregon Biochar Solutions,0,0
2022-02-11 08:00:00,https://chanzuckerberg.com/newsroom/chan-zuckerberg-initiative-invests-in-promising-climate-change-solutions/,,,Biochar,,Chan Zuckerberg Initiative (CZI),undelivered,Freres Biochar,0,0
2022-02-11 08:00:00,https://chanzuckerberg.com/newsroom/chan-zuckerberg-initiative-invests-in-promising-climate-change-solutions/,,,DAC,,Chan Zuckerberg Initiative (CZI),undelivered,Mission Zero,0,0
2022-02-11 08:00:00,https://chanzuckerberg.com/newsroom/chan-zuckerberg-initiative-invests-in-promising-climate-change-solutions/,,,Macroalgae,,Chan Zuckerberg Initiative (CZI),undelivered,Running Tide,0,0
2022-02-10 00:00:00,https://charmindustrial.com/order?orderId=recs3vU49gdk4AgIu,,Stripe Climate,Biooil,645600,Chan Zuckerberg Initiative (CZI),partial,Charm Industrial,1,1076
2022-02-10 00:00:00,https://charmindustrial.com/order?orderId=rec6cjgKqpaqCsYOC,,,Biooil,,Individual,delivered,Charm Industrial,"0,08","0,08"
2022-02-09 08:00:00,https://carbonherald.com/climeworks-wins-a-new-client-one-of-uks-largest-insurers/,,,DAC,,Rothesay Life,undelivered,Climeworks,0,0
2022-02-09 00:00:00,https://registry.puro.earth/carbon-sequestration,Compensate,Puro,Biochar,,Aggregate Purchase,delivered,Oregon Biochar Solutions,7,7
2022-02-08 00:00:00,https://charmindustrial.com/order?orderId=recnc83srmLpUhCio,,,Biooil,,Individual,delivered,Charm Industrial,"0,08","0,08"
2022-02-08 00:00:00,https://charmindustrial.com/order?orderId=recJLInEXpSVJIdFB,,,Biooil,,Individual,delivered,Charm Industrial,"0,08","0,08"
2022-02-08 00:00:00,https://charmindustrial.com/order?orderId=rec8bDZQlSfBE6NMl,,,Biooil,,Individual,delivered,Charm Industrial,"0,04","0,04"
2022-02-08 00:00:00,https://charmindustrial.com/order?orderId=recGiMXoPobgIswVD,,,Biooil,,Individual,delivered,Charm Industrial,"0,21","0,21"
2022-02-07 00:00:00,supplier report,,Watershed,Macroalgae,,Aggregate Purchase,undelivered,Running Tide,0,3072
2022-02-07 00:00:00,marketplace report,,Watershed,Biooil,,Aggregate Purchase,undelivered,Charm Industrial,0,1439
2022-02-07 00:00:00,marketplace report,,Watershed,DAC,,Aggregate Purchase,undelivered,Mission Zero,0,358
2022-02-07 00:00:00,marketplace report,Watershed,Puro,Biochar,,Aggregate Purchase,undelivered,Oregon Biochar Solutions,0,1500
2022-02-06 00:00:00,https://charmindustrial.com/order?orderId=recpKnbVh1S8gN5El,,,Biooil,,Individual,delivered,Charm Industrial,"0,33","0,33"
2022-02-04 00:00:00,https://registry.puro.earth/carbon-sequestration,,Puro,Biochar,,Unknown,delivered,Carbofex,5,5
2022-02-04 00:00:00,https://registry.puro.earth/carbon-sequestration,,Puro,Biochar,,Haglöfs AB,delivered,Carbofex,70,70
2022-02-04 00:00:00,https://registry.puro.earth/carbon-sequestration,Supercritical,Puro,Biochar,,Albion Capital Group,delivered,Carbofex,10,10
2022-02-04 00:00:00,https://registry.puro.earth/carbon-sequestration,Nordic Offset,Puro,Biochar,,Elisa Oyj,delivered,Nordgau,15,15
2022-02-04 00:00:00,https://registry.puro.earth/carbon-sequestration,Supercritical,Puro,Biochar,,Ticket Tailor,delivered,Carbofex,8,8
2022-02-04 00:00:00,https://registry.puro.earth/carbon-sequestration,Nordic Offset,Puro,Biochar,,Elisa Oyj,delivered,Freres Biochar,36,36
2022-02-01 00:00:00,https://sustainability.lune.co/ideo?certificate=1,,Lune,Enhanced Weathering,,Ideo,delivered,GreenSand,269,269
2022-02-01 00:00:00,https://un-do.com/our-registry-2/,,Lune,Enhanced Weathering,,Ideo,undelivered,UNDO,0,"0,6"
2022-02-01 00:00:00,https://charmindustrial.com/order?orderId=recU2WJXdNcyFjSe0,,,Biooil,,Individual,delivered,Charm Industrial,"0,08","0,08"
2022-01-31 00:00:00,https://charmindustrial.com/order?orderId=recg3PYQiVxWXJOpT,,,Biooil,,Harvard Management Company,partial,Charm Industrial,"44,58",500
2022-01-31 00:00:00,https://charmindustrial.com/order?orderId=rec92RGAhCiDYqfe5,,Klimate,Biooil,,Aggregate Purchase,partial,Charm Industrial,1,15
2022-01-29 00:00:00,https://charmindustrial.com/order?orderId=rec8VVxdqPevLR6yd,,,Biooil,,Individual,delivered,Charm Industrial,"0,04","0,04"
2022-01-28 00:00:00,https://registry.puro.earth/carbon-sequestration,Supercritical,Puro,Biochar,,Apheris AI,delivered,Novocarbo,20,20
2022-01-26 00:00:00,https://registry.puro.earth/carbon-sequestration,South Pole,Puro,Biochar,,Banque Pictet and Cie SA,delivered,Freres Biochar,711,711
2022-01-21 16:25:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbonfuture Supplier,"5,02","5,02"
2022-01-17 19:53:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Energiewerk Ilg,"18,21","18,21"
2022-01-17 19:53:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,CharLine,"81,03","81,03"
2022-01-17 19:53:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbonfuture Supplier,"9,08","9,08"
2022-01-17 19:53:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Klimafarmer,"157,73","157,73"
2022-01-17 19:53:00,Carbonfuture Marketplace Report,,Carbonfuture,Biochar,,Carbonfuture Anonymous Purchaser,delivered,Carbonfuture Supplier,"55,63","55,63"
2022-01-17 00:00:00,https://registry.puro.earth/carbon-sequestration,,Puro,Biochar,,Swiss Re ,delivered,Hjelmsäters Egendom,12,12
2022-01-17 00:00:00,,,Supercritical,Biochar,,Faculty Science,delivered,Carbofex,96,96
2022-01-17 00:00:00,https://onedrive.live.com/?authkey=%21AI5k2uQ6pz%5FusGs&cid=BF94CF093BB9FC8C&id=BF94CF093BB9FC8C%21190286&parId=BF94CF093BB9FC8C%21135274&o=OneUp,,Carbon Removed,Enhanced weathering,1062,Aggregate Purchase,undelivered,GreenSand,0,9
2022-01-17 00:00:00,https://registry.puro.earth/carbon-sequestration,,Puro,Biochar,,Unknown,delivered,Carbofex,96,96
2022-01-17 00:00:00,https://registry.puro.earth/carbon-sequestration,,Puro,Biochar,,Swiss Re ,delivered,Carbofex,9,9
2022-01-17 00:00:00,https://charmindustrial.com/order?orderId=recz5HzGXf9KVd0g8,,,Biooil,,Individual,delivered,Charm Industrial,"0,04","0,04"
2022-01-15 00:00:00,https://charmindustrial.com/order?orderId=recprwoKOflbDxvcC,,,Biooil,,Individual,delivered,Charm Industrial,"0,08","0,08"
2022-01-13 00:00:00,https://charmindustrial.com/order?orderId=recV4JwfE9eBMamPN,,,Biooil,,Individual,delivered,Charm Industrial,"0,13","0,13"
2022-01-13 00:00:00,https://charmindustrial.com/order?orderId=recwxqxqLS1JrSNvY,,,Biooil,,Individual,delivered,Charm Industrial,2,2
